ILA201035   52277   51462   10834   10712   10895   12315     445     479     130     132      99      80    3725    4330     231     262
ILA201036   49083   49046   10336   10200   10407   12086     420     439     114     128      91      82    3545    4209     232     243
ILA201037   49582   50370   11105   10453   11121   13075     451     481     136     130     104      89    3788    4470     249     263
ILA201038   49719   50744   10611    9803   10718   12433     437     479     129     131     104      75    3713    4256     241     260
ILA201039   59099   60305   12526   11017   12415   14359     543     540     174     158     112      90    4401    4846     298     294
ILA201040   57721   58958   11976   10537   10861   12904     498     498     163     148     124      85    4227    4631     281     271
ILA201041   54699   56333   11628   10026    9748   11799     476     433     143     124     116      79    4060    4394     293     241
ILA201042   54296   55575   11294    9738    9882   12177     467     436     142     126     105      69    3820    4162     241     208
ILA201043   55670   57403   10935    9629    9955   12468     477     435     134     132      99      68    3836    4244     234     246
ILA201044   60405   61235   11701    9851   11088   13297     462     431     134     118      91      75    3576    3916     181     187
ILA201045   63497   64749   10864    9684   10756   13260     474     445     135     128      87      69    3623    3945     213     189
ILA201046   64714   65919   10328    9304   10371   12936     422     398     127     129      76      67    3540    3805     191     186
